22.19, 129.00, 
22.23, 128.00, 
22.26, 129.00, 
22.29, 129.00, 
22.32, 130.00, 
22.35, 131.00, 
22.38, 132.00, 
22.41, 133.00, 
22.46, 133.00, 
22.50, 134.00, 
22.53, 135.00, 
22.56, 135.00, 
22.58, 135.00, 
22.61, 135.00, 
22.66, 134.00, 
22.68, 134.00, 
22.71, 134.00, 
22.76, 134.00, 
22.79, 134.00, 
22.82, 134.00, 
22.87, 135.00, 
22.90, 135.00, 
22.93, 135.00, 
22.96, 135.00, 
23.00, 136.00, 
23.03, 136.00, 
23.06, 135.00, 
23.09, 136.00, 
23.12, 136.00, 
23.15, 137.00, 
23.18, 138.00, 
23.22, 139.00, 
23.26, 141.00, 
23.30, 143.00, 
23.33, 145.00, 
23.37, 149.00, 
23.40, 151.00, 
23.43, 153.00, 
23.46, 156.00, 
23.49, 158.00, 
23.52, 160.00, 
23.55, 162.00, 
23.59, 164.00, 
23.62, 165.00, 
23.65, 166.00, 
23.70, 166.00, 
23.73, 167.00, 
23.77, 168.00, 
23.79, 169.00, 
23.83, 170.00, 
23.86, 171.00, 
23.89, 172.00, 
23.92, 173.00, 
23.95, 175.00, 
23.99, 176.00, 
24.02, 177.00, 
24.05, 177.00, 
24.08, 178.00, 
24.13, 178.00, 
24.16, 178.00, 
24.20, 177.00, 
24.23, 176.00, 
24.26, 176.00, 
24.29, 175.00, 
24.32, 175.00, 
24.35, 174.00, 
24.39, 174.00, 
24.42, 174.00, 
24.45, 173.00, 
24.48, 173.00, 
24.53, 172.00, 
24.56, 172.00, 
24.59, 172.00, 
24.63, 171.00, 
24.66, 171.00, 
24.69, 171.00, 
24.73, 171.00, 
24.75, 171.00, 
24.80, 171.00, 
24.82, 171.00, 
24.85, 172.00, 
24.88, 173.00, 
24.93, 173.00, 
24.96, 173.00, 
25.00, 174.00, 
25.03, 175.00, 
25.06, 175.00, 
25.09, 176.00, 
25.12, 176.00, 
25.15, 176.00, 
25.19, 176.00, 
25.22, 176.00, 
25.25, 175.00, 
25.29, 175.00, 
25.31, 175.00, 
25.37, 175.00, 
25.40, 174.00, 
25.43, 174.00, 
25.46, 173.00, 
25.49, 173.00, 
25.52, 173.00, 
25.55, 172.00, 
25.59, 172.00, 
25.62, 172.00, 
25.65, 172.00, 
25.68, 172.00, 
25.72, 172.00, 
25.77, 171.00, 
25.79, 171.00, 
25.82, 170.00, 
25.85, 168.00, 
25.89, 166.00, 
25.92, 163.00, 
25.95, 161.00, 
25.99, 160.00, 
26.02, 157.00, 
26.05, 154.00, 
26.08, 151.00, 
26.10, 149.00, 
26.15, 145.00, 
26.19, 143.00, 
26.22, 141.00, 
26.25, 140.00, 
26.29, 136.00, 
26.32, 131.00, 
26.35, 129.00, 
26.38, 127.00, 
26.41, 127.00, 
26.44, 125.00, 
26.48, 123.00, 
26.51, 119.00, 
26.54, 117.00, 
26.59, 115.00, 
26.62, 113.00, 
26.65, 110.00, 
26.68, 107.00, 
26.72, 104.00, 
26.75, 101.00, 
26.79, 99.00, 
26.82, 97.00, 
26.85, 95.00, 
26.89, 92.00, 
26.92, 88.00, 
26.95, 83.00, 
27.00, 78.00, 
27.03, 72.00, 
27.06, 68.00, 
27.09, 64.00, 
27.12, 61.00, 
27.15, 58.00, 
27.19, 54.00, 
27.22, 50.00, 
27.25, 47.00, 
27.29, 44.00, 
27.32, 42.00, 
27.35, 40.00, 
27.38, 38.00, 
27.43, 37.00, 
27.46, 36.00, 
27.49, 35.00, 
27.53, 35.00, 
27.56, 35.00, 
27.59, 35.00, 
27.62, 36.00, 
27.65, 36.00, 
27.68, 36.00, 
27.72, 36.00, 
27.75, 36.00, 
27.77, 36.00, 
27.82, 36.00, 
27.85, 36.00, 
27.89, 36.00, 
27.92, 36.00, 
27.95, 36.00, 
27.99, 35.00, 
28.01, 35.00, 
28.04, 35.00, 
28.07, 35.00, 
28.11, 36.00, 
28.14, 36.00, 
28.17, 36.00, 
28.22, 36.00, 
28.26, 36.00, 
28.29, 36.00, 
28.32, 36.00, 
28.36, 36.00, 
28.39, 37.00, 
28.41, 37.00, 
28.44, 37.00, 
28.47, 37.00, 
28.51, 37.00, 
28.54, 37.00, 
28.57, 37.00, 
28.61, 37.00, 
28.66, 38.00, 
28.69, 38.00, 
28.73, 39.00, 
28.76, 39.00, 
28.80, 40.00, 
28.84, 40.00, 
28.87, 40.00, 
28.89, 40.00, 
28.92, 40.00, 
28.95, 40.00, 
28.98, 39.00, 
29.01, 39.00, 
29.06, 39.00, 
29.09, 40.00, 
29.13, 40.00, 
29.16, 41.00, 
29.19, 42.00, 
29.22, 42.00, 
29.25, 42.00, 
29.28, 42.00, 
29.31, 41.00, 
29.35, 40.00, 
29.38, 40.00, 
29.41, 39.00, 
29.46, 38.00, 
29.49, 37.00, 
29.52, 36.00, 
29.55, 36.00, 
29.58, 35.00, 
29.62, 34.00, 
29.65, 34.00, 
29.68, 34.00, 
29.71, 33.00, 
29.75, 33.00, 
29.78, 33.00, 
29.81, 32.00, 
29.85, 32.00, 
29.89, 32.00, 
29.92, 32.00, 
29.95, 32.00, 
29.99, 32.00, 
30.02, 32.00, 
30.05, 33.00, 
30.08, 33.00, 
30.11, 33.00, 
30.15, 33.00, 
30.18, 34.00, 
30.21, 34.00, 
30.24, 35.00, 
30.29, 36.00, 
30.33, 36.00, 
30.35, 37.00, 
30.39, 37.00, 
30.42, 38.00, 
30.45, 39.00, 
30.48, 39.00, 
30.51, 39.00, 
30.55, 40.00, 
30.58, 40.00, 
30.61, 41.00, 
30.64, 42.00, 
30.67, 43.00, 
30.72, 44.00, 
30.75, 45.00, 
30.79, 46.00, 
30.82, 47.00, 
30.85, 48.00, 
30.88, 49.00, 
30.91, 50.00, 
30.95, 51.00, 
30.98, 52.00, 
31.01, 53.00, 
31.04, 54.00, 
31.07, 55.00, 
31.12, 56.00, 
31.15, 57.00, 
31.19, 58.00, 
31.22, 58.00, 
31.25, 59.00, 
31.28, 60.00, 
31.31, 61.00, 
31.35, 62.00, 
31.38, 62.00, 
31.41, 64.00, 
31.44, 65.00, 
31.47, 66.00, 
31.52, 66.00, 
31.55, 68.00, 
31.59, 70.00, 
31.62, 71.00, 
31.65, 73.00, 
31.68, 74.00, 
31.71, 76.00, 
31.75, 78.00, 
31.78, 81.00, 
31.82, 83.00, 
31.84, 86.00, 
31.87, 89.00, 
31.91, 92.00, 
31.95, 97.00, 
31.99, 100.00, 
32.02, 101.00, 
32.05, 102.00, 
32.08, 104.00, 
32.11, 106.00, 
32.15, 109.00, 
32.18, 110.00, 
32.21, 112.00, 
32.24, 115.00, 
32.27, 116.00, 
32.31, 118.00, 
32.36, 120.00, 
32.39, 122.00, 
32.42, 123.00, 
32.45, 125.00, 
32.48, 127.00, 
32.51, 128.00, 
32.55, 130.00, 
32.58, 132.00, 
32.61, 134.00, 
32.64, 137.00, 
32.67, 140.00, 
32.70, 141.00, 
32.74, 143.00, 
32.79, 146.00, 
32.82, 147.00, 
32.85, 148.00, 
32.88, 149.00, 
32.91, 149.00, 
32.95, 150.00, 
32.98, 150.00, 
33.01, 151.00, 
33.04, 151.00, 
33.08, 152.00, 
33.11, 153.00, 
33.14, 154.00, 
33.19, 155.00, 
33.22, 155.00, 
33.25, 157.00, 
33.28, 159.00, 
33.31, 161.00, 
33.35, 162.00, 
33.38, 163.00, 
33.41, 164.00, 
33.44, 166.00, 
33.47, 166.00, 
33.51, 168.00, 
33.54, 169.00, 
33.59, 170.00, 
33.62, 173.00, 
33.65, 174.00, 
33.68, 175.00, 
33.71, 177.00, 
33.75, 178.00, 
33.78, 179.00, 
33.81, 178.00, 
33.84, 177.00, 
33.88, 176.00, 
33.91, 175.00, 
33.94, 176.00, 
33.97, 176.00, 
34.02, 177.00, 
34.05, 177.00, 
34.08, 177.00, 
34.11, 176.00, 
34.15, 177.00, 
34.18, 177.00, 
34.21, 178.00, 
34.24, 179.00, 
34.27, 179.00, 
34.31, 177.00, 
34.34, 177.00, 
34.38, 174.00, 
34.42, 173.00, 
34.45, 169.00, 
34.48, 167.00, 
34.51, 164.00, 
34.55, 161.00, 
34.58, 159.00, 
34.61, 157.00, 
34.64, 153.00, 
34.67, 151.00, 
34.71, 149.00, 
34.74, 146.00, 
34.77, 142.00, 
34.82, 138.00, 
34.85, 135.00, 
34.88, 133.00, 
34.92, 128.00, 
34.95, 122.00, 
34.98, 117.00, 
35.01, 113.00, 
35.04, 109.00, 
35.07, 105.00, 
35.11, 100.00, 
35.14, 94.00, 
35.17, 88.00, 
35.20, 83.00, 
35.25, 77.00, 
35.28, 71.00, 
35.31, 67.00, 
35.35, 63.00, 
35.38, 59.00, 
35.41, 54.00, 
35.44, 50.00, 
35.47, 46.00, 
35.51, 43.00, 
35.54, 40.00, 
35.57, 37.00, 
35.60, 34.00, 
35.65, 32.00, 
35.68, 30.00, 
35.71, 28.00, 
35.75, 26.00, 
35.78, 25.00, 
35.81, 23.00, 
35.84, 22.00, 
35.88, 20.00, 
35.91, 18.00, 
35.94, 17.00, 
35.97, 16.00, 
36.00, 15.00, 
36.03, 15.00, 
36.08, 14.00, 
36.11, 0.00, 
36.15, 0.00, 
36.18, 0.00, 
36.21, 0.00, 
36.24, 0.00, 
36.27, 0.00, 
36.31, 0.00, 
98.30, 123.00, 
98.35, 123.00, 
98.44, 82.00, 
98.44, 82.00, 
266.20, 141.00, 
266.23, 128.00, 
328.10, 159.00, 
328.13, 159.00, 
328.16, 159.00, 
328.18, 159.00, 
328.21, 159.00, 
328.25, 160.00, 
328.28, 160.00, 
328.31, 160.00, 
328.33, 160.00, 
328.37, 160.00, 
328.43, 160.00, 
328.46, 160.00, 
328.48, 160.00, 
328.51, 160.00, 
328.56, 160.00, 
328.58, 160.00, 
328.62, 160.00, 
328.65, 159.00, 
328.68, 158.00, 
328.72, 157.00, 
328.75, 157.00, 
328.77, 156.00, 
328.83, 154.00, 
328.86, 152.00, 
328.88, 150.00, 
328.92, 148.00, 
328.96, 146.00, 
328.98, 144.00, 
329.02, 141.00, 
329.05, 138.00, 
329.09, 135.00, 
329.12, 133.00, 
329.15, 133.00, 
329.17, 130.00, 
329.23, 122.00, 
329.26, 118.00, 
329.29, 114.00, 
329.32, 111.00, 
329.35, 107.00, 
329.39, 105.00, 
329.42, 102.00, 
329.45, 99.00, 
329.49, 97.00, 
329.52, 94.00, 
329.55, 94.00, 
329.57, 92.00, 
329.63, 90.00, 
329.66, 91.00, 
329.69, 92.00, 
329.72, 94.00, 
329.75, 95.00, 
329.79, 97.00, 
329.82, 101.00, 
329.85, 105.00, 
329.89, 110.00, 
329.92, 115.00, 
329.95, 120.00, 
329.97, 120.00, 
330.03, 131.00, 
330.07, 136.00, 
330.09, 141.00, 
330.13, 146.00, 
330.17, 149.00, 
330.19, 152.00, 
330.22, 156.00, 
330.25, 159.00, 
330.29, 160.00, 
330.32, 161.00, 
330.35, 162.00, 
330.37, 162.00, 
330.42, 161.00, 
330.45, 161.00, 
330.49, 158.00, 
330.52, 157.00, 
330.55, 155.00, 
330.59, 152.00, 
330.62, 149.00, 
330.65, 145.00, 
330.69, 141.00, 
330.72, 139.00, 
330.75, 134.00, 
330.77, 132.00, 
330.82, 129.00, 
330.85, 126.00, 
330.89, 123.00, 
330.92, 121.00, 
330.95, 117.00, 
330.99, 113.00, 
331.02, 109.00, 
331.05, 105.00, 
331.09, 102.00, 
331.12, 99.00, 
331.15, 97.00, 
331.19, 96.00, 
331.24, 95.00, 
331.27, 95.00, 
331.29, 96.00, 
331.32, 97.00, 
331.35, 98.00, 
331.39, 100.00, 
331.42, 102.00, 
331.45, 105.00, 
331.48, 108.00, 
331.52, 113.00, 
331.55, 118.00, 
331.58, 123.00, 
331.61, 129.00, 
331.65, 136.00, 
331.69, 140.00, 
331.72, 145.00, 
331.75, 150.00, 
331.79, 153.00, 
331.82, 156.00, 
331.85, 158.00, 
331.88, 160.00, 
331.91, 160.00, 
331.94, 159.00, 
331.98, 159.00, 
332.01, 159.00, 
332.06, 159.00, 
332.09, 158.00, 
332.12, 159.00, 
332.16, 159.00, 
332.19, 160.00, 
332.22, 158.00, 
332.26, 159.00, 
332.28, 158.00, 
332.31, 159.00, 
332.34, 158.00, 
332.38, 157.00, 
332.41, 154.00, 
332.46, 152.00, 
332.49, 147.00, 
332.53, 144.00, 
332.56, 140.00, 
332.59, 136.00, 
332.63, 133.00, 
332.66, 129.00, 
332.68, 126.00, 
332.71, 122.00, 
332.74, 119.00, 
332.78, 116.00, 
332.81, 112.00, 
332.84, 109.00, 
332.90, 106.00, 
332.93, 103.00, 
332.96, 99.00, 
332.98, 95.00, 
333.01, 94.00, 
333.06, 92.00, 
333.08, 92.00, 
333.11, 91.00, 
333.14, 91.00, 
333.18, 91.00, 
333.21, 92.00, 
333.24, 93.00, 
333.30, 93.00, 
333.33, 93.00, 
333.36, 94.00, 
333.38, 94.00, 
333.41, 93.00, 
333.44, 93.00, 
333.48, 93.00, 
333.51, 93.00, 
333.54, 93.00, 
333.58, 93.00, 
333.61, 93.00, 
333.64, 93.00, 
333.68, 93.00, 
333.73, 93.00, 
333.76, 95.00, 
333.78, 96.00, 
333.81, 98.00, 
333.84, 102.00, 
333.88, 106.00, 
333.91, 112.00, 
333.94, 119.00, 
333.98, 127.00, 
334.01, 134.00, 
334.05, 142.00, 
334.08, 149.00, 
334.13, 155.00, 
334.16, 160.00, 
334.18, 163.00, 
334.21, 163.00, 
334.25, 163.00, 
334.28, 161.00, 
334.31, 157.00, 
334.35, 151.00, 
334.38, 146.00, 
334.41, 140.00, 
334.45, 132.00, 
334.48, 126.00, 
334.53, 119.00, 
334.56, 114.00, 
334.58, 109.00, 
334.62, 105.00, 
334.65, 100.00, 
334.68, 97.00, 
334.72, 94.00, 
334.75, 91.00, 
334.78, 89.00, 
334.82, 88.00, 
334.85, 91.00, 
334.88, 97.00, 
334.90, 107.00, 
334.95, 121.00, 
334.99, 134.00, 
335.02, 146.00, 
335.05, 157.00, 
335.09, 165.00, 
335.12, 168.00, 
335.15, 171.00, 
335.19, 172.00, 
335.22, 171.00, 
335.25, 171.00, 
335.28, 171.00, 
335.30, 170.00, 
335.35, 169.00, 
335.39, 170.00, 
335.42, 169.00, 
335.45, 168.00, 
335.49, 168.00, 
335.52, 165.00, 
335.55, 159.00, 
335.59, 148.00, 
335.62, 138.00, 
335.65, 127.00, 
335.68, 116.00, 
335.70, 106.00, 
335.75, 97.00, 
335.79, 89.00, 
335.82, 82.00, 
335.85, 78.00, 
335.89, 74.00, 
335.92, 72.00, 
335.95, 70.00, 
336.05, 67.00, 
336.08, 71.00, 
336.10, 75.00, 
336.13, 86.00, 
336.19, 101.00, 
336.22, 121.00, 
336.27, 137.00, 
336.30, 152.00, 
336.32, 162.00, 
336.35, 166.00, 
336.39, 169.00, 
336.42, 170.00, 
336.47, 169.00, 
336.50, 170.00, 
336.54, 170.00, 
336.57, 171.00, 
336.61, 170.00, 
336.64, 170.00, 
336.67, 169.00, 
336.71, 170.00, 
336.74, 169.00, 
336.77, 170.00, 
336.81, 169.00, 
336.84, 169.00, 
336.89, 168.00, 
336.91, 165.00, 
336.94, 164.00, 
336.97, 162.00, 
337.02, 158.00, 
337.05, 152.00, 
337.09, 147.00, 
337.12, 141.00, 
337.15, 136.00, 
337.18, 129.00, 
337.21, 125.00, 
337.24, 124.00, 
337.27, 125.00, 
337.31, 128.00, 
337.34, 134.00, 
337.37, 138.00, 
337.42, 139.00, 
337.45, 141.00, 
337.49, 142.00, 
337.51, 144.00, 
337.55, 145.00, 
337.59, 145.00, 
337.61, 147.00, 
337.65, 149.00, 
337.69, 152.00, 
338.11, 148.00, 
338.14, 143.00, 
338.17, 140.00, 
338.21, 138.00, 
338.26, 137.00, 
338.29, 136.00, 
338.31, 135.00, 
338.34, 135.00, 
338.37, 136.00, 
338.41, 137.00, 
338.44, 139.00, 
338.47, 141.00, 
338.51, 142.00, 
338.54, 144.00, 
338.57, 147.00, 
338.61, 151.00, 
338.66, 154.00, 
338.69, 158.00, 
338.71, 160.00, 
338.74, 163.00, 
338.79, 163.00, 
338.81, 162.00, 
338.84, 164.00, 
338.87, 162.00, 
338.91, 161.00, 
338.97, 158.00, 
339.01, 154.00, 
339.06, 153.00, 
339.09, 150.00, 
339.11, 146.00, 
339.16, 143.00, 
339.17, 139.00, 
339.21, 136.00, 
339.24, 133.00, 
339.27, 132.00, 
339.31, 130.00, 
339.34, 128.00, 
339.37, 126.00, 
339.40, 124.00, 
339.43, 122.00, 
339.47, 119.00, 
339.51, 117.00, 
339.54, 113.00, 
339.58, 109.00, 
339.61, 106.00, 
339.64, 101.00, 
339.68, 98.00, 
339.71, 95.00, 
339.93, 111.00, 
339.95, 111.00, 
339.99, 109.00, 
340.01, 107.00, 
340.05, 105.00, 
340.08, 103.00, 
340.10, 100.00, 
340.15, 99.00, 
340.18, 99.00, 
340.20, 99.00, 
340.23, 99.00, 
340.26, 99.00, 
340.31, 99.00, 
340.35, 99.00, 
340.38, 100.00, 
340.42, 100.00, 
340.45, 101.00, 
340.48, 101.00, 
340.52, 101.00, 
340.55, 101.00, 
340.58, 103.00, 
340.60, 102.00, 
340.63, 103.00, 
340.66, 104.00, 
340.72, 106.00, 
340.75, 107.00, 
340.78, 108.00, 
340.82, 109.00, 
340.85, 110.00, 
340.88, 110.00, 
340.90, 112.00, 
340.95, 114.00, 
340.98, 115.00, 
341.00, 117.00, 
341.05, 119.00, 
341.08, 120.00, 
341.12, 120.00, 
341.15, 121.00, 
341.18, 122.00, 
341.22, 121.00, 
341.25, 122.00, 
341.30, 122.00, 
341.35, 120.00, 
341.40, 120.00, 
341.45, 119.00, 
341.46, 119.00, 
341.50, 119.00, 
341.55, 118.00, 
341.58, 119.00, 
341.62, 119.00, 
341.65, 119.00, 
341.68, 119.00, 
341.70, 119.00, 
341.73, 119.00, 
341.77, 119.00, 
341.80, 118.00, 
341.83, 118.00, 
341.87, 117.00, 
341.90, 117.00, 
341.95, 117.00, 
341.98, 118.00, 
342.02, 118.00, 
342.05, 117.00, 
342.08, 117.00, 
342.10, 117.00, 
342.14, 117.00, 
342.17, 116.00, 
342.20, 117.00, 
342.24, 116.00, 
342.27, 116.00, 
342.30, 115.00, 
342.38, 114.00, 
342.40, 112.00, 
342.44, 113.00, 
342.47, 113.00, 
342.51, 113.00, 
342.54, 112.00, 
342.57, 111.00, 
342.61, 112.00, 
342.67, 112.00, 
342.71, 112.00, 
342.74, 113.00, 
342.78, 112.00, 
342.84, 109.00, 
342.87, 108.00, 
342.91, 107.00, 
342.94, 108.00, 
342.97, 108.00, 
343.01, 107.00, 
343.04, 107.00, 
343.07, 107.00, 
343.11, 108.00, 
343.14, 109.00, 
343.18, 109.00, 
343.21, 108.00, 
343.24, 109.00, 
343.27, 110.00, 
343.31, 110.00, 
343.34, 110.00, 
343.37, 110.00, 
343.41, 109.00, 
343.44, 109.00, 
343.47, 107.00, 
343.50, 101.00, 
343.52, 100.00, 
343.57, 97.00, 
343.61, 99.00, 
343.64, 107.00, 
343.67, 109.00, 
343.71, 114.00, 
343.74, 113.00, 
343.77, 114.00, 
343.81, 112.00, 
343.84, 112.00, 
343.87, 109.00, 
343.90, 107.00, 
343.92, 106.00, 
343.96, 104.00, 
344.01, 98.00, 
344.04, 97.00, 
344.07, 97.00, 
344.11, 96.00, 
344.14, 96.00, 
344.17, 96.00, 
344.21, 96.00, 
344.24, 96.00, 
344.27, 97.00, 
344.30, 98.00, 
344.33, 99.00, 
344.36, 100.00, 
344.41, 101.00, 
344.44, 103.00, 
344.47, 103.00, 
344.51, 103.00, 
344.54, 103.00, 
344.57, 104.00, 
344.60, 104.00, 
344.64, 105.00, 
344.67, 107.00, 
344.70, 112.00, 
344.73, 118.00, 
344.76, 123.00, 
344.79, 131.00, 
344.84, 138.00, 
344.87, 144.00, 
344.91, 149.00, 
344.94, 153.00, 
344.97, 157.00, 
345.01, 161.00, 
345.04, 160.00, 
345.07, 161.00, 
345.11, 160.00, 
345.13, 162.00, 
345.16, 160.00, 
345.19, 159.00, 
345.24, 156.00, 
345.27, 155.00, 
345.31, 153.00, 
345.34, 152.00, 
345.38, 150.00, 
